228.0282	 93.6835
308.0227	106.1075
389.0448	120.9608
470.1752	134.9242
200.4510	151.1878
283.5972	166.0087
367.1183	180.5989
450.4555	195.4222
172.2314	213.9306
258.6153	230.1952
343.6911	245.0952
429.7211	260.0664
141.2556	280.7727
228.9646	296.6446
318.2593	313.6620
407.5401	329.5067
108.0070	351.5776
199.5427	369.0916
291.1401	386.9887
383.2744	403.4375
