693.6457	357.1807	  0.1799	 -0.2517	 -1.8488
783.2736	374.4255	  0.1418	 -0.2418	 -1.8789
873.8255	393.0849	  0.1032	 -0.2314	 -1.9086
964.8836	411.3371	  0.0642	 -0.2216	 -1.9385
678.4461	431.0888	  0.1875	 -0.2024	 -1.8414
770.9581	449.6373	  0.1491	 -0.1927	 -1.8724
865.0333	468.6648	  0.1109	 -0.1827	 -1.9034
959.5452	487.3951	  0.0720	 -0.1725	 -1.9326
662.9594	510.1774	  0.1943	 -0.1535	 -1.8345
758.7742	530.1148	  0.1572	 -0.1430	 -1.8663
856.0646	549.3001	  0.1179	 -0.1339	 -1.8952
952.7691	568.8866	  0.0797	 -0.1237	 -1.9259
644.6012	595.5783	  0.2024	 -0.1043	 -1.8283
743.9885	615.3098	  0.1640	 -0.0947	 -1.8585
845.6190	637.3239	  0.1255	 -0.0845	 -1.8889
947.0678	657.1172	  0.0867	 -0.0745	 -1.9192
626.1194	686.5584	  0.2096	 -0.0558	 -1.8208
729.8350	708.4531	  0.1717	 -0.0458	 -1.8519
833.9327	729.9744	  0.1329	 -0.0356	 -1.8821
939.4462	750.7256	  0.0943	 -0.0255	 -1.9121
