215.9097	 71.2903	  0.4026	 -0.4561	 -1.6714
295.2515	 83.8926	  0.3647	 -0.4475	 -1.7021
376.1688	 97.9676	  0.3255	 -0.4380	 -1.7320
456.6699	111.9280	  0.2863	 -0.4292	 -1.7616
188.5324	128.1645	  0.4095	 -0.4066	 -1.6651
271.3934	142.4353	  0.3711	 -0.3980	 -1.6960
353.8785	157.2178	  0.3327	 -0.3889	 -1.7268
436.4574	171.2266	  0.2936	 -0.3798	 -1.7564
161.0614	189.2590	  0.4158	 -0.3576	 -1.6591
245.4903	205.4758	  0.3786	 -0.3480	 -1.6906
331.5715	219.6561	  0.3392	 -0.3399	 -1.7200
416.0253	234.2841	  0.3007	 -0.3308	 -1.7511
130.1739	254.3600	  0.4232	 -0.3080	 -1.6534
217.6009	269.7183	  0.3846	 -0.2995	 -1.6840
305.6711	286.6328	  0.3461	 -0.2905	 -1.7147
393.5874	302.2643	  0.3072	 -0.2815	 -1.7449
 97.5357	323.9201	  0.4299	 -0.2594	 -1.6473
188.4067	340.5592	  0.3919	 -0.2504	 -1.6786
278.5919	358.3128	  0.3528	 -0.2413	 -1.7086
369.8953	373.4713	  0.3141	 -0.2323	 -1.7389
