303.4115	 98.7999	  0.3600	 -0.4359	 -1.7056
383.1941	111.8950	  0.3220	 -0.4270	 -1.7362
464.2226	126.3570	  0.2829	 -0.4173	 -1.7660
545.6209	140.5178	  0.2437	 -0.4083	 -1.7957
277.7342	157.1828	  0.3669	 -0.3863	 -1.6990
360.3363	171.1737	  0.3286	 -0.3776	 -1.7300
444.5080	186.4644	  0.2901	 -0.3683	 -1.7607
528.6659	201.5021	  0.2511	 -0.3590	 -1.7904
252.7184	220.2985	  0.3733	 -0.3374	 -1.6929
338.0449	235.4255	  0.3362	 -0.3276	 -1.7245
423.7541	250.1461	  0.2967	 -0.3194	 -1.7538
509.8086	265.9351	  0.2583	 -0.3100	 -1.7846
224.4523	286.2391	  0.3808	 -0.2879	 -1.6871
312.7137	303.2447	  0.3423	 -0.2792	 -1.7179
400.8013	319.3822	  0.3039	 -0.2699	 -1.7485
490.5781	335.9255	  0.2650	 -0.2608	 -1.7787
194.5816	358.3662	  0.3877	 -0.2393	 -1.6808
285.4878	375.1379	  0.3497	 -0.2301	 -1.7121
377.3961	392.0216	  0.3107	 -0.2208	 -1.7420
470.5258	409.1883	  0.2720	 -0.2116	 -1.7725
