403.1726	 58.3684	  0.3154	 -0.4746	 -1.7414
482.1066	 67.8765	  0.2771	 -0.4685	 -1.7721
562.3652	 79.0632	  0.2377	 -0.4617	 -1.8023
641.9005	 89.7172	  0.1983	 -0.4555	 -1.8325
386.5448	113.9209	  0.3203	 -0.4246	 -1.7365
468.1582	125.0264	  0.2814	 -0.4187	 -1.7678
550.3622	135.9722	  0.2427	 -0.4122	 -1.7987
633.1904	147.2358	  0.2035	 -0.4057	 -1.8290
369.3767	174.8216	  0.3245	 -0.3752	 -1.7321
453.6157	186.5821	  0.2869	 -0.3683	 -1.7642
538.2196	197.1822	  0.2472	 -0.3628	 -1.7938
623.3664	209.0114	  0.2085	 -0.3563	 -1.8251
350.8738	239.0392	  0.3298	 -0.3253	 -1.7283
437.5723	250.7932	  0.2911	 -0.3194	 -1.7591
525.3319	263.0940	  0.2522	 -0.3129	 -1.7903
613.1335	275.0381	  0.2131	 -0.3066	 -1.8207
330.3478	306.7053	  0.3344	 -0.2763	 -1.7236
420.5734	319.8789	  0.2961	 -0.2699	 -1.7550
510.5268	331.9216	  0.2569	 -0.2634	 -1.7857
602.5406	344.5913	  0.2178	 -0.2569	 -1.8162
