228.0282	 93.6835	  0.3953	 -0.4379	 -1.6774
308.0227	106.1075	  0.3573	 -0.4290	 -1.7078
389.0448	120.9608	  0.3182	 -0.4194	 -1.7378
470.1752	134.9242	  0.2790	 -0.4104	 -1.7673
200.4510	151.1878	  0.4023	 -0.3883	 -1.6708
283.5972	166.0087	  0.3639	 -0.3796	 -1.7016
367.1183	180.5989	  0.3256	 -0.3703	 -1.7324
450.4555	195.4222	  0.2864	 -0.3611	 -1.7621
172.2314	213.9306	  0.4087	 -0.3394	 -1.6648
258.6153	230.1952	  0.3715	 -0.3297	 -1.6965
343.6911	245.0952	  0.3321	 -0.3213	 -1.7255
429.7211	260.0664	  0.2937	 -0.3120	 -1.7564
141.2556	280.7727	  0.4164	 -0.2899	 -1.6591
228.9646	296.6446	  0.3778	 -0.2812	 -1.6896
318.2593	313.6620	  0.3393	 -0.2719	 -1.7203
407.5401	329.5067	  0.3003	 -0.2627	 -1.7502
108.0070	351.5776	  0.4230	 -0.2413	 -1.6526
199.5427	369.0916	  0.3850	 -0.2321	 -1.6839
291.1401	386.9887	  0.3461	 -0.2228	 -1.7139
383.2744	403.4375	  0.3073	 -0.2136	 -1.7441
