334.0410	177.2784	  0.3408	 -0.3729	 -1.7206
418.5604	185.1319	  0.3022	 -0.3687	 -1.7514
503.9585	194.1488	  0.2626	 -0.3639	 -1.7817
589.8933	203.5133	  0.2230	 -0.3597	 -1.8121
316.9868	242.0059	  0.3440	 -0.3226	 -1.7170
404.4545	250.6852	  0.3050	 -0.3186	 -1.7482
494.3706	260.1092	  0.2662	 -0.3143	 -1.7800
581.2411	269.0686	  0.2266	 -0.3097	 -1.8096
301.1020	310.9854	  0.3466	 -0.2730	 -1.7139
392.0901	320.9904	  0.3089	 -0.2681	 -1.7460
482.9788	329.4348	  0.2691	 -0.2645	 -1.7754
573.5326	339.0983	  0.2301	 -0.2601	 -1.8068
281.7012	385.5283	  0.3504	 -0.2229	 -1.7113
375.4586	395.4590	  0.3114	 -0.2190	 -1.7422
470.5558	405.1268	  0.2723	 -0.2145	 -1.7732
565.4613	414.7476	  0.2329	 -0.2102	 -1.8040
262.4154	464.0839	  0.3534	 -0.1737	 -1.7078
359.7107	475.0471	  0.3148	 -0.1692	 -1.7393
457.9776	485.1443	  0.2754	 -0.1648	 -1.7698
555.4949	494.5470	  0.2362	 -0.1603	 -1.8006
