336.5657	198.5144	  0.3214	 -0.1657	 -1.7342
363.9321	201.1141	  0.3613	 -0.1627	 -1.7039
390.4534	203.8680	  0.4012	 -0.1603	 -1.6738
417.9579	206.5141	  0.4402	 -0.1574	 -1.6436
338.0761	172.6289	  0.3180	 -0.1156	 -1.7347
364.5210	175.8177	  0.3580	 -0.1130	 -1.7049
391.2734	178.3791	  0.3972	 -0.1102	 -1.6734
417.5758	181.0936	  0.4365	 -0.1071	 -1.6426
339.0158	148.1486	  0.3147	 -0.0658	 -1.7343
365.0421	150.9179	  0.3540	 -0.0632	 -1.7032
391.0114	153.8825	  0.3942	 -0.0597	 -1.6746
417.4939	155.9601	  0.4322	 -0.0575	 -1.6421
340.0636	124.5944	  0.3106	 -0.0160	 -1.7344
365.9624	126.9986	  0.3504	 -0.0132	 -1.7038
391.4869	129.4940	  0.3896	 -0.0104	 -1.6725
417.4801	132.5503	  0.4290	 -0.0074	 -1.6424
341.9719	100.7145	  0.3069	  0.0339	 -1.7335
366.8415	104.0784	  0.3465	  0.0367	 -1.7030
392.1153	106.2356	  0.3861	  0.0393	 -1.6720
417.4651	109.1284	  0.4248	  0.0421	 -1.6404
