238.8781	 61.2716	  0.1615	 -0.2456	 -1.8674
214.1972	 63.1596	  0.1225	 -0.2386	 -1.8969
189.4449	 64.6306	  0.0828	 -0.2312	 -1.9266
163.7134	 66.2011	  0.0428	 -0.2242	 -1.9557
240.9084	 83.2226	  0.1656	 -0.1959	 -1.8606
215.9653	 85.0801	  0.1263	 -0.1892	 -1.8910
190.4539	 87.2229	  0.0870	 -0.1819	 -1.9216
165.0496	 88.8377	  0.0471	 -0.1746	 -1.9497
243.2648	106.0399	  0.1691	 -0.1466	 -1.8538
217.8656	108.0233	  0.1309	 -0.1389	 -1.8849
192.2846	109.4561	  0.0907	 -0.1326	 -1.9134
166.0976	111.3506	  0.0514	 -0.1254	 -1.9435
245.0924	128.8604	  0.1737	 -0.0969	 -1.8477
219.7645	130.8958	  0.1343	 -0.0901	 -1.8774
193.4740	133.0028	  0.0948	 -0.0829	 -1.9077
167.0850	135.0984	  0.0551	 -0.0758	 -1.9374
247.6533	152.5230	  0.1775	 -0.0481	 -1.8404
220.9561	155.1068	  0.1386	 -0.0409	 -1.8710
194.8584	157.0837	  0.0988	 -0.0335	 -1.9008
168.0367	159.1607	  0.0593	 -0.0264	 -1.9306
