119.4226	140.4874	 -0.0148	 -0.0596	 -1.9910
143.0694	150.5167	  0.0215	 -0.0419	 -1.9618
167.0408	160.6573	  0.0584	 -0.0240	 -1.9325
190.9625	170.7865	  0.0940	 -0.0062	 -1.9020
132.5622	119.2830	  0.0007	 -0.1065	 -1.9827
155.9505	128.9326	  0.0373	 -0.0886	 -1.9533
178.9896	138.1766	  0.0737	 -0.0707	 -1.9233
202.4705	147.9942	  0.1100	 -0.0526	 -1.8950
144.5434	 97.9657	  0.0169	 -0.1530	 -1.9728
167.3899	107.5554	  0.0531	 -0.1351	 -1.9430
190.3637	117.1191	  0.0898	 -0.1169	 -1.9162
213.5952	125.9768	  0.1250	 -0.0995	 -1.8846
156.5003	 77.4189	  0.0320	 -0.1996	 -1.9643
178.9264	 86.9602	  0.0688	 -0.1820	 -1.9360
201.7567	 95.9433	  0.1050	 -0.1640	 -1.9055
225.2826	105.1703	  0.1411	 -0.1458	 -1.8757
167.8613	 56.9096	  0.0473	 -0.2462	 -1.9543
190.1349	 66.0852	  0.0841	 -0.2282	 -1.9255
212.9264	 75.1828	  0.1208	 -0.2108	 -1.8969
235.2613	 84.5991	  0.1568	 -0.1929	 -1.8671
