191.9879	106.9479	  0.0913	 -0.1386	 -1.9151
166.5642	110.4131	  0.0525	 -0.1287	 -1.9442
140.5030	113.5171	  0.0129	 -0.1182	 -1.9727
114.3840	116.4955	 -0.0269	 -0.1082	 -2.0013
195.0735	129.8920	  0.0977	 -0.0894	 -1.9060
169.1009	133.0926	  0.0585	 -0.0797	 -1.9354
142.7754	136.8489	  0.0193	 -0.0694	 -1.9653
116.4371	140.7857	 -0.0203	 -0.0592	 -1.9930
197.9785	153.8026	  0.1034	 -0.0407	 -1.8973
171.7909	157.9549	  0.0654	 -0.0300	 -1.9279
143.4810	158.9078	  0.0254	 -0.0208	 -1.9557
118.3568	164.6398	 -0.0138	 -0.0106	 -1.9851
201.1364	178.2833	  0.1103	  0.0084	 -1.8891
174.3953	181.9754	  0.0709	  0.0182	 -1.9182
146.9563	186.4684	  0.0316	  0.0284	 -1.9477
119.6483	190.4437	 -0.0079	  0.0386	 -1.9768
205.3156	203.9504	  0.1162	  0.0567	 -1.8799
177.6878	208.4333	  0.0775	  0.0669	 -1.9097
149.6313	212.3187	  0.0379	  0.0772	 -1.9387
121.3046	216.3344	 -0.0015	  0.0874	 -1.9677
