211.9005	 26.3056	  0.1164	 -0.3261	 -1.9083
188.1314	 28.4649	  0.0778	 -0.3178	 -1.9381
163.6140	 31.0511	  0.0383	 -0.3089	 -1.9673
139.6111	 33.1067	 -0.0014	 -0.3005	 -1.9964
214.5729	 47.0292	  0.1216	 -0.2764	 -1.8999
190.0313	 49.3831	  0.0826	 -0.2683	 -1.9302
165.3551	 51.7655	  0.0437	 -0.2597	 -1.9606
140.5399	 54.4528	  0.0040	 -0.2512	 -1.9896
216.8571	 67.9706	  0.1262	 -0.2275	 -1.8930
192.0275	 71.1029	  0.0883	 -0.2185	 -1.9242
167.0530	 72.9794	  0.0485	 -0.2108	 -1.9529
142.1684	 75.7714	  0.0093	 -0.2022	 -1.9829
218.9730	 90.0132	  0.1319	 -0.1781	 -1.8861
194.2597	 92.9532	  0.0927	 -0.1699	 -1.9161
168.6214	 95.1028	  0.0535	 -0.1613	 -1.9459
143.0109	 97.9512	  0.0141	 -0.1528	 -1.9755
221.7119	112.4702	  0.1367	 -0.1294	 -1.8779
196.1490	115.3797	  0.0981	 -0.1208	 -1.9083
170.4045	118.0903	  0.0586	 -0.1121	 -1.9382
144.3112	120.9045	  0.0194	 -0.1036	 -1.9679
