283.4753	 43.5878	  0.2337	 -0.2929	 -1.8140
259.7384	 45.7616	  0.1952	 -0.2831	 -1.8432
235.8201	 48.1866	  0.1557	 -0.2726	 -1.8721
210.9713	 52.7240	  0.1161	 -0.2626	 -1.9008
287.8406	 64.6843	  0.2402	 -0.2436	 -1.8050
263.4835	 67.5318	  0.2013	 -0.2340	 -1.8350
239.3290	 71.0475	  0.1623	 -0.2237	 -1.8646
214.3365	 73.8162	  0.1229	 -0.2137	 -1.8938
292.4879	 85.9680	  0.2461	 -0.1949	 -1.7967
267.5885	 89.6544	  0.2084	 -0.1842	 -1.8274
242.9784	 92.5117	  0.1686	 -0.1750	 -1.8559
217.8256	 95.9286	  0.1296	 -0.1649	 -1.8857
297.0085	108.5189	  0.2532	 -0.1457	 -1.7887
272.0461	111.9860	  0.2140	 -0.1360	 -1.8183
246.4107	115.5306	  0.1751	 -0.1259	 -1.8482
221.2306	118.5822	  0.1357	 -0.1158	 -1.8774
301.5098	131.1175	  0.2594	 -0.0974	 -1.7802
276.3240	134.9764	  0.2208	 -0.0872	 -1.8104
250.4482	138.8607	  0.1815	 -0.0770	 -1.8398
224.7689	141.9837	  0.1422	 -0.0669	 -1.8691
