327.5286	169.4756	  0.2955	 -0.0218	 -1.7464
353.9951	172.0793	  0.3350	 -0.0189	 -1.7158
380.4928	174.9877	  0.3748	 -0.0161	 -1.6852
407.3572	177.4652	  0.4136	 -0.0132	 -1.6538
329.1080	144.5780	  0.2993	 -0.0717	 -1.7469
354.8107	147.7448	  0.3390	 -0.0688	 -1.7164
381.3423	150.0912	  0.3783	 -0.0659	 -1.6853
407.4384	153.0058	  0.4177	 -0.0627	 -1.6550
330.7682	120.9638	  0.3034	 -0.1216	 -1.7465
356.0833	123.5836	  0.3427	 -0.1188	 -1.7156
381.3926	126.6319	  0.3829	 -0.1151	 -1.6868
407.3660	129.0259	  0.4209	 -0.1128	 -1.6545
331.9252	 98.1102	  0.3069	 -0.1714	 -1.7468
356.9750	101.0039	  0.3468	 -0.1686	 -1.7173
381.9423	103.5533	  0.3860	 -0.1656	 -1.6855
407.3412	106.0738	  0.4253	 -0.1624	 -1.6549
333.5719	 75.5081	  0.3103	 -0.2214	 -1.7461
358.0251	 78.6547	  0.3502	 -0.2183	 -1.7160
382.9145	 80.8429	  0.3901	 -0.2157	 -1.6858
407.5130	 83.7874	  0.4290	 -0.2127	 -1.6554
