414.1450	 83.0448	  0.4397	 -0.2156	 -1.6470
389.9731	 84.1955	  0.4007	 -0.2090	 -1.6768
365.0894	 86.2458	  0.3609	 -0.2018	 -1.7065
340.5908	 88.0606	  0.3210	 -0.1953	 -1.7359
418.9988	105.2062	  0.4437	 -0.1657	 -1.6406
394.4993	106.9913	  0.4043	 -0.1593	 -1.6708
369.0319	108.5609	  0.3652	 -0.1525	 -1.7015
344.4737	110.5004	  0.3252	 -0.1456	 -1.7305
424.0003	128.1272	  0.4470	 -0.1164	 -1.6343
399.0051	130.4427	  0.4090	 -0.1091	 -1.6658
373.6533	132.1666	  0.3687	 -0.1031	 -1.6942
348.0406	133.9065	  0.3295	 -0.0962	 -1.7246
429.4116	151.9960	  0.4515	 -0.0667	 -1.6285
403.5381	153.9039	  0.4121	 -0.0603	 -1.6585
378.0866	156.0717	  0.3728	 -0.0534	 -1.6889
352.0005	158.0939	  0.3330	 -0.0467	 -1.7188
435.0055	176.4938	  0.4551	 -0.0177	 -1.6219
408.6177	178.9155	  0.4162	 -0.0110	 -1.6528
382.7949	180.9785	  0.3764	 -0.0040	 -1.6823
356.4691	183.2705	  0.3369	  0.0028	 -1.7122
