257.6621	-249.4024	-1786.7356
220.5878	-234.7766	-1815.9502
182.6825	-219.4185	-1844.9165
144.5353	-204.7251	-1873.9333
269.0960	-201.3663	-1776.5272
231.6169	-186.8276	-1806.1438
194.2873	-171.7626	-1835.7638
156.3424	-156.8036	-1864.5288
279.8219	-153.7325	-1766.5140
243.6940	-138.3500	-1797.1299
205.2831	-124.3371	-1825.3676
167.9094	-109.2797	-1855.2024
291.7996	-105.7979	-1757.0176
254.2190	-91.2646	-1786.5521
216.7451	-76.2744	-1816.2175
178.8996	-61.3511	-1845.3068
302.8439	-58.6353	-1746.8926
265.8496	-43.6793	-1777.1591
227.9914	-28.6083	-1806.3680
190.3114	-13.6544	-1835.5782
