402.6076	-456.1360	-1671.4169
364.6567	-447.4778	-1702.1345
325.5230	-438.0057	-1731.9990
286.3279	-429.1646	-1761.6409
409.4897	-406.5522	-1665.0803
371.0645	-397.9832	-1695.9805
332.6879	-388.9475	-1726.7621
293.6466	-379.8395	-1756.4407
415.8200	-357.5535	-1659.1206
378.6119	-348.0060	-1690.5862
339.2350	-339.8916	-1719.9951
300.6924	-330.8162	-1751.1310
423.1750	-308.0313	-1653.4097
384.6132	-299.4848	-1684.0032
346.1460	-290.4510	-1714.7437
307.1748	-281.4592	-1744.9099
429.8951	-259.4343	-1647.2916
391.8813	-250.4376	-1678.6337
352.8217	-241.3445	-1708.6027
314.0622	-232.2622	-1738.9344
