179.8768	-251.6660	-1848.7802
141.8267	-241.8484	-1878.8893
103.1693	-231.4433	-1908.5660
 64.1561	-221.6298	-1938.5243
187.4545	-202.3602	-1841.3635
149.0764	-192.7401	-1872.3853
110.8617	-182.6676	-1903.3916
 72.0267	-172.5437	-1932.5630
194.3173	-153.4575	-1834.5002
157.2188	-143.0034	-1866.2753
117.9348	-133.8551	-1895.2247
 79.6812	-123.7455	-1925.8768
202.4078	-104.2531	-1828.2733
163.9594	-94.6619	-1858.4738
125.4746	-84.5281	-1888.9381
 86.7470	-74.5466	-1919.1730
209.5979	-55.8240	-1820.8419
171.6555	-45.7691	-1851.8657
132.8690	-35.6236	-1882.0591
 94.3010	-25.5473	-1912.0842
