359.9695	-435.9027	-1705.6361
321.9834	-427.0460	-1736.1932
282.9201	-417.3469	-1765.9700
243.6638	-408.3354	-1795.6814
366.8566	-386.3323	-1699.0187
328.5921	-377.5710	-1729.9591
290.0954	-368.3226	-1760.7274
251.0774	-359.0461	-1790.3699
373.3367	-337.3608	-1692.9469
336.1833	-327.6444	-1724.5398
296.6745	-319.3526	-1753.7948
258.2862	-310.0449	-1784.6487
380.8418	-287.9217	-1687.1442
342.3474	-279.1935	-1717.8795
303.8957	-269.8978	-1748.4600
264.9908	-260.7551	-1778.7240
387.7087	-239.3379	-1680.8414
349.6643	-230.1447	-1712.0536
310.7032	-220.8306	-1742.0270
271.9508	-211.5748	-1772.4766
