368.3285	-481.9919	-1698.9290
329.9652	-476.8965	-1729.8898
290.4330	-471.0710	-1760.2272
250.9074	-465.8426	-1790.2166
372.3989	-431.8466	-1694.7231
333.5536	-426.9538	-1726.2378
294.8546	-421.4610	-1757.2917
255.2746	-415.9638	-1787.2239
375.8568	-382.3247	-1691.1168
338.1708	-376.3998	-1723.0049
298.5094	-371.9513	-1752.8916
259.6245	-366.4192	-1784.0349
380.4232	-332.3323	-1687.9581
341.4971	-327.3593	-1718.7355
302.6685	-321.9171	-1749.8658
263.3723	-316.6421	-1780.6527
384.2299	-283.1502	-1683.9227
345.7861	-277.7510	-1715.3811
306.4961	-272.2680	-1745.8473
267.3557	-266.8689	-1776.7791
