395.3313	-437.8954	-1677.4459
357.3126	-429.0301	-1707.7842
318.2243	-419.3627	-1737.7869
279.0390	-410.3519	-1767.3019
402.2978	-388.3188	-1670.8462
363.9371	-379.5539	-1701.6229
325.5818	-370.3134	-1732.4329
286.4255	-361.0569	-1762.1390
408.7475	-339.3545	-1664.7560
371.5465	-329.6907	-1696.5448
332.1201	-321.3229	-1725.5032
293.6523	-312.0413	-1756.3534
416.3598	-289.8991	-1659.0566
377.7854	-281.1503	-1689.5990
339.3012	-271.9255	-1720.2711
300.3311	-262.7323	-1750.2239
423.0447	-241.2946	-1652.5869
385.0252	-232.1169	-1683.8990
346.0777	-222.8258	-1713.8806
307.3138	-213.5651	-1744.1322
