185.9490	-309.0382	-1844.2177
147.5352	-302.9989	-1874.8770
108.2376	-296.2669	-1904.6525
 68.7968	-290.3001	-1934.8928
190.5716	-259.0251	-1839.2581
151.6765	-253.1718	-1870.2301
113.0117	-246.9190	-1901.6786
 73.7544	-240.5960	-1931.3115
194.4328	-209.5597	-1834.8040
156.8884	-202.9664	-1867.2957
117.2743	-197.6329	-1896.6743
 78.4823	-191.3073	-1927.9825
199.5523	-159.7033	-1830.9468
160.6561	-153.9143	-1861.6987
121.7785	-147.6555	-1892.8722
 82.5745	-141.4381	-1923.3586
203.8017	-110.6238	-1825.9554
165.3915	-104.3826	-1857.3013
126.1999	-98.0908	-1888.1334
 87.2715	-91.8308	-1918.7008
