340.7866	-372.8530	-1720.6049
302.2240	-368.6780	-1751.3807
262.5530	-363.8585	-1781.7466
223.0446	-359.6833	-1812.1165
343.9576	-322.6139	-1717.0082
305.0184	-318.6058	-1748.1713
266.1858	-314.3026	-1780.0184
226.6313	-309.6985	-1809.5802
346.6272	-273.0300	-1713.8871
308.9352	-268.1113	-1745.9867
269.0840	-264.5083	-1775.3704
230.0579	-260.0709	-1806.8091
350.4362	-222.9418	-1711.3104
311.4218	-218.9881	-1742.2170
272.3388	-214.4923	-1773.1970
232.8851	-210.1695	-1803.9705
353.3989	-173.6753	-1707.7659
314.8311	-169.2427	-1739.2853
275.3752	-164.7684	-1769.8345
236.1810	-160.3075	-1800.6144
