282.6786	-305.3738	-1767.1205
244.6057	-295.6368	-1797.1549
205.7196	-285.2147	-1827.0536
166.6782	-275.3535	-1856.5013
290.1874	-255.9757	-1759.7769
251.8017	-246.3940	-1790.4233
213.4843	-236.3495	-1821.2162
174.6425	-226.2349	-1850.5393
297.1523	-207.1652	-1753.1969
260.0570	-196.6843	-1784.6230
220.6857	-187.5408	-1813.6323
182.4033	-177.4474	-1844.4033
305.2645	-157.8842	-1746.8256
266.8227	-148.3262	-1777.1144
228.3685	-138.2521	-1807.7578
189.5654	-128.2851	-1837.7865
312.5280	-109.4473	-1739.7383
274.5732	-99.4187	-1770.6840
235.7786	-89.3110	-1800.7303
197.1542	-79.2700	-1830.8572
