384.5391	-458.6287	-1686.0928
346.2872	-451.7933	-1716.8197
306.9311	-444.1050	-1746.8850
267.5620	-437.1100	-1776.7589
390.0263	-408.7325	-1680.7449
351.2851	-401.9740	-1711.8143
312.6048	-394.7688	-1742.8978
273.3947	-387.4762	-1772.7101
394.7683	-359.4267	-1675.8821
357.3413	-351.7242	-1707.8051
317.7104	-345.3864	-1737.2264
279.0774	-338.1430	-1768.3618
400.8099	-309.6523	-1671.5048
361.9826	-302.9077	-1702.2505
323.2509	-295.6584	-1733.1080
284.1155	-288.4836	-1763.4550
406.0203	-260.7009	-1666.2996
367.6822	-253.5260	-1697.7401
328.5486	-246.2526	-1728.0929
289.5703	-238.9968	-1758.6140
