123.4061	196.0979
148.0732	205.9299
173.4048	216.0614
199.1061	226.2471
135.4536	171.9347
160.3277	181.3418
185.0404	191.1316
210.0221	201.0268
147.7650	148.8602
171.9006	157.9702
196.1050	167.6332
220.8792	176.5831
158.9708	126.4892
182.8943	135.6250
206.6294	143.7087
231.3813	153.8191
169.9205	104.8910
193.8950	113.9105
217.4269	122.5202
241.3467	131.0143
