  5.1768	-142.3224	-1979.3351
 45.2086	-139.1497	-1949.0815
 85.0751	-136.4721	-1919.3176
124.0451	-133.4271	-1888.7314
  1.4157	-92.3703	-1979.4147
 41.2339	-89.5289	-1950.1968
 80.6269	-86.5894	-1918.4744
119.9551	-83.2255	-1887.8076
 -2.3579	-42.7314	-1978.9257
 36.9171	-39.8364	-1948.1553
 77.0001	-36.0797	-1919.5187
115.2301	-33.6064	-1887.2391
 -7.0734	  7.1640	-1979.0739
 32.7059	 10.1874	-1948.6035
 72.2321	 13.1798	-1917.5415
111.7175	 16.4651	-1887.6306
-11.0586	 57.0647	-1977.7452
 28.4845	 60.0292	-1947.6855
 68.3777	 62.8920	-1917.2094
107.2447	 65.8399	-1885.8411
