385.7951	-320.0331	-1695.6006
347.3714	-310.5057	-1725.4498
307.8827	-300.3065	-1754.5270
268.1324	-290.6853	-1783.3491
392.1023	-270.6689	-1687.1072
353.2207	-261.2610	-1717.2301
314.3597	-251.4072	-1747.3025
274.8057	-241.5416	-1775.9281
397.8202	-221.8572	-1679.0001
360.1513	-211.4973	-1709.8879
320.2490	-202.6017	-1738.6012
281.3533	-192.6811	-1768.2999
404.7021	-172.6568	-1671.4406
365.6836	-163.1973	-1701.1593
326.7368	-153.3643	-1731.2177
287.3448	-143.5938	-1760.6311
410.7557	-124.2331	-1663.1405
372.2530	-114.3939	-1693.4597
332.8649	-104.4417	-1722.8529
293.6256	-94.6259	-1752.4574
