116.4293	-326.0848	-1908.2906
 77.8434	-317.7784	-1938.0728
 38.3233	-308.9062	-1967.2759
 -1.3800	-300.5389	-1996.3627
121.6258	-276.4314	-1899.9031
 82.5954	-268.2896	-1930.1598
 43.7308	-259.6990	-1960.6406
  4.0293	-251.1996	-1989.6001
126.1618	-227.5040	-1893.0052
 88.3117	-218.4731	-1924.1782
 48.5140	-210.8417	-1952.9093
  9.3468	-202.2346	-1982.8777
131.9116	-178.0770	-1886.1354
 92.7064	-169.9477	-1916.0978
 53.4883	-161.2896	-1945.9188
 14.1448	-152.7693	-1975.4843
136.7145	-129.3554	-1877.9459
 98.0943	-120.8187	-1908.3390
 58.6240	-112.1131	-1938.2028
 19.3850	-103.6473	-1967.9441
