439.7197	-215.5597	-1647.0347
400.7428	-208.9789	-1676.7644
360.9434	-201.8286	-1706.4744
320.9750	-195.2530	-1735.9020
443.6921	-165.7022	-1640.6316
404.3427	-159.2695	-1670.7809
365.2101	-152.4977	-1701.5145
325.2494	-145.6202	-1730.5214
446.9928	-116.4435	-1634.2578
408.9671	-109.0864	-1665.7709
368.7051	-103.1381	-1694.2441
329.4841	-96.2202	-1724.6202
451.4687	-66.6957	-1628.5168
412.0595	-60.2501	-1658.5365
372.8084	-53.4165	-1688.9424
333.0097	-46.7031	-1718.7815
455.1286	-17.7317	-1621.9315
416.2453	-10.9562	-1652.7509
376.4319	 -3.9777	-1682.2540
336.8653	  2.8040	-1712.1989
