138.3196	-298.8925	-1889.0430
100.0786	-287.5332	-1918.0906
 60.8697	-275.7542	-1946.9359
 21.5108	-264.5118	-1975.6455
145.8658	-249.9849	-1879.4105
107.2014	-238.9066	-1909.1309
 68.5755	-227.3037	-1938.9471
 29.3297	-215.7660	-1967.0994
152.8074	-201.6009	-1870.4098
115.2988	-189.6360	-1901.1140
 75.7632	-179.0486	-1929.6594
 36.9386	-167.3669	-1958.3721
160.9298	-152.7386	-1861.3778
122.0414	-141.6332	-1890.8058
 83.1571	-130.0332	-1920.3180
 44.0942	-118.5607	-1949.3099
168.1319	-104.7118	-1851.8281
129.7743	-93.1726	-1881.6638
 90.6648	-81.5396	-1910.7070
 51.6628	-70.0680	-1940.0171
