233.7453	-292.9208	-1813.9655
195.1929	-283.0508	-1843.2151
155.6884	-272.6006	-1872.0620
116.1047	-262.6279	-1900.7979
240.2445	-243.6309	-1804.9888
201.2809	-233.9623	-1834.9542
162.3158	-223.7413	-1864.6143
122.9150	-213.6858	-1893.7550
246.1079	-194.8957	-1796.6934
208.3842	-184.2274	-1827.3719
168.5722	-175.0477	-1855.9296
129.6317	-164.9102	-1885.7189
253.1505	-145.7107	-1788.7100
214.0394	-136.0104	-1818.3271
175.0712	-125.8656	-1848.2461
135.7046	-115.7936	-1877.3879
259.3965	-97.3632	-1780.2212
220.8059	-87.2353	-1810.4332
181.4513	-77.0058	-1839.7526
142.2460	-66.9271	-1869.0758
