-14.8113	-59.6325	-1991.0380
 21.5257	-41.8591	-1961.7786
 58.4014	-23.9996	-1932.4569
 94.0485	 -6.2214	-1902.0236
  0.6659	-106.5080	-1982.6740
 37.2930	-88.6023	-1953.3192
 73.7100	-70.6569	-1923.2539
110.0043	-52.6378	-1895.0450
 16.8954	-152.9633	-1972.7794
 53.1320	-135.1305	-1943.0487
 89.8329	-116.9008	-1916.1985
124.9874	-99.4884	-1884.6134
 32.0011	-199.5856	-1964.3062
 68.7984	-182.0186	-1936.0204
105.0303	-164.0132	-1905.4637
141.1271	-145.7601	-1875.6572
 47.2811	-246.2384	-1954.3066
 84.1200	-228.2140	-1925.5215
120.8192	-210.7755	-1896.8607
156.7512	-192.8983	-1867.1030
