 42.6403	-135.0268	-1953.2406
  3.9529	-125.5116	-1982.3414
-35.5168	-115.5884	-2011.2344
-75.2876	-106.1336	-2040.0623
 48.6739	-85.7359	-1944.3879
  9.4672	-76.4654	-1974.0071
-29.5737	-66.6816	-2004.2593
-69.1008	-56.9885	-2032.2201
 53.7944	-36.8964	-1935.6758
 15.8923	-26.7204	-1966.8629
-24.0489	-17.9982	-1994.7106
-63.1241	 -8.2823	-2024.2611
 60.3042	 12.2870	-1927.6544
 20.9831	 21.5640	-1957.3864
-18.2563	 31.3347	-1987.1451
-57.6500	 40.9377	-2016.3156
 65.7766	 60.7266	-1918.8293
 27.1155	 70.4126	-1948.9598
-12.4076	 80.2371	-1978.3990
-51.6554	 89.8785	-2007.6311
