397.1233	-169.9300	-1677.7581
358.3605	-162.2273	-1707.5261
318.5302	-153.8747	-1736.8269
278.7438	-146.1301	-1766.1465
401.9848	-120.2821	-1670.6249
362.7991	-112.6878	-1700.6454
323.6900	-104.6963	-1731.3250
283.8431	-96.6571	-1759.8710
406.1169	-71.1706	-1663.4480
368.2689	-62.6370	-1694.8740
328.1325	-55.5407	-1723.1710
288.9517	-47.4730	-1753.3325
411.5125	-21.6122	-1657.0182
372.2072	-13.9896	-1686.7200
333.0591	 -5.9974	-1716.9856
293.3993	  1.9133	-1746.9803
416.0139	 27.1734	-1649.5917
377.2504	 35.1535	-1680.0990
337.6784	 43.2735	-1709.6956
298.0713	 51.2016	-1739.4843
