 88.1520	-112.0035	-1914.7850
 49.3836	-104.4262	-1945.2144
  9.7556	-96.7136	-1975.0476
-29.6436	-89.2283	-2004.7927
 84.1955	-160.8264	-1922.0900
 44.7851	-153.6691	-1952.0502
  5.4361	-146.0302	-1982.1871
-34.0642	-138.5126	-2011.9153
 79.3229	-210.4714	-1928.8201
 41.2187	-202.3728	-1959.8242
  1.1775	-195.7122	-1988.2760
-38.0004	-188.1148	-2018.6243
 75.6431	-259.5390	-1935.0964
 36.3540	-252.4800	-1965.7302
 -2.7072	-244.7905	-1995.8597
-42.4833	-237.2386	-2024.9568
 71.2157	-309.3277	-1942.9797
 32.2655	-301.9527	-1972.6056
 -7.2075	-294.1073	-2001.9379
-47.1025	-286.7546	-2031.1866
